Experiment #,Experiment Group,Participant ID,Trust towards Al Prediction Accuracy,Trust towards Al Confidence Score,Trust towards Al Overall Capability,Accuracy Increase,Adoption Rate,Misuse Rate,Disuse Rate,City Familiarity,General Self-confidence,General Attitudes towards Al,Age,Sex,Education Level,Trust towards Al Prediction Accuracy Q1,Trust towards Al Prediction Accuracy Q2,Trust towards Al Prediction Accuracy Q4,Trust towards Al Confidence Score Q1,Trust towards Al Confidence Score Q3,Trust towards Al Confidence Score Q4,Trust towards Al Overall Capability Q1,Trust towards Al Overall Capability Q2,Trust towards Al Overall Capability Q3,Perceived AI Confidence,City Familiarity Q1,City Familiarity Q2,City Familiarity Q3,General Attitudes towards Al Q1,General Attitudes towards Al Q2,General Attitudes towards Al Q3,General Attitudes towards Al Q4,General Attitudes towards Al Q5,General Self-confidence Q1,General Self-confidence Q2,General Self-confidence Q3,General Self-confidence Q4,General Self-confidence Q5,Q1_first_choice,Q1_AI_advice,Q1_correct_label,Q1_final_choice,Q2_first_choice,Q2_AI_advice,Q2_correct_label,Q2_final_choice,Q3_first_choice,Q3_AI_advice,Q3_correct_label,Q3_final_choice,Q4_first_choice,Q4_AI_advice,Q4_correct_label,Q4_final_choice,Q5_first_choice,Q5_AI_advice,Q5_correct_label,Q5_final_choice,Q6_first_choice,Q6_AI_advice,Q6_correct_label,Q6_final_choice,Q7_first_choice,Q7_AI_advice,Q7_correct_label,Q7_final_choice,Q8_first_choice,Q8_AI_advice,Q8_correct_label,Q8_final_choice,Q9_first_choice,Q9_AI_advice,Q9_correct_label,Q9_final_choice,Q10_first_choice,Q10_AI_advice,Q10_correct_label,Q10_final_choice,Q11_first_choice,Q11_AI_advice,Q11_correct_label,Q11_final_choice,Q12_first_choice,Q12_AI_advice,Q12_correct_label,Q12_final_choice,Q13_first_choice,Q13_AI_advice,Q13_correct_label,Q13_final_choice,Q14_first_choice,Q14_AI_advice,Q14_correct_label,Q14_final_choice,Q15_first_choice,Q15_AI_advice,Q15_correct_label,Q15_final_choice,Q16_first_choice,Q16_AI_advice,Q16_correct_label,Q16_final_choice,Q17_first_choice,Q17_AI_advice,Q17_correct_label,Q17_final_choice,Q18_first_choice,Q18_AI_advice,Q18_correct_label,Q18_final_choice,Q19_first_choice,Q19_AI_advice,Q19_correct_label,Q19_final_choice,Q20_first_choice,Q20_AI_advice,Q20_correct_label,Q20_final_choice,Q21_first_choice,Q21_AI_advice,Q21_correct_label,Q21_final_choice,Q22_first_choice,Q22_AI_advice,Q22_correct_label,Q22_final_choice,Q23_first_choice,Q23_AI_advice,Q23_correct_label,Q23_final_choice,Q24_first_choice,Q24_AI_advice,Q24_correct_label,Q24_final_choice,Q25_first_choice,Q25_AI_advice,Q25_correct_label,Q25_final_choice,Q26_first_choice,Q26_AI_advice,Q26_correct_label,Q26_final_choice,Q27_first_choice,Q27_AI_advice,Q27_correct_label,Q27_final_choice,Q28_first_choice,Q28_AI_advice,Q28_correct_label,Q28_final_choice,Q29_first_choice,Q29_AI_advice,Q29_correct_label,Q29_final_choice,Q30_first_choice,Q30_AI_advice,Q30_correct_label,Q30_final_choice
EXP2,EXP2-W,participant_54,5.33,2.33,5,-3.33,69.23076923,55.55555556,80.95238095,2,4,4.2,41,Male,3,5,6,5,2,2,3,5,5,5,2,3,1,2,5,4,4,4,4,4,4,4,4,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,Chicago,New York,Chicago,New York,New York,Chicago,New York,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,Chicago,San Francisco,San Francisco,Chicago,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_55,5.67,6,5,10,68.75,45.45454545,71.42857143,2.666666667,3.8,3.8,22,Female,3,6,6,5,6,6,6,5,5,5,2,4,2,2,4,4,3,4,4,4,3,4,4,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,New York,New York,Chicago,New York,San Francisco,Chicago,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,New York,Chicago,New York,Chicago,San Francisco,San Francisco,Chicago,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,New York,New York,Chicago,Chicago,New York,New York,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_56,5,5.67,5.67,6.67,66.66666667,40,71.42857143,2.666666667,4.6,4.2,44,Female,3,5,5,5,6,6,5,6,6,5,2,3,4,1,5,4,4,4,4,5,5,5,4,4,Chicago,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,Chicago,New York,Chicago,New York,Chicago,Chicago,New York,Chicago,New York,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,New York,New York,Chicago,Chicago,New York,New York,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_57,5,6,6,16.67,66.66666667,30,66.66666667,1,4,4.2,43,Female,4,5,5,5,6,6,6,6,6,6,2,1,1,1,5,5,5,3,3,4,4,4,4,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,New York,Chicago,San Francisco,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,Chicago,New York,Chicago,Chicago,New York,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,New York,San Francisco,Chicago,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,San Francisco,Chicago,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York
EXP2,EXP2-W,participant_58,5,4.67,4.33,13.33,66.66666667,25,71.42857143,2,3.6,3.4,34,Male,2,5,5,5,5,5,4,5,4,4,2,2,2,2,4,3,4,3,3,4,4,3,3,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,Chicago,New York,Chicago,Chicago,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,Chicago,New York,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,Chicago,Chicago,Chicago,New York,Chicago,New York,New York,New York,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_59,4,4,4.67,6.66,63.63636364,42.85714286,80.95238095,3.333333333,3.2,2.4,22,Male,2,3,4,5,4,3,5,6,3,5,3,4,2,4,3,1,4,3,1,4,3,4,1,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,New York,Chicago,New York,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,New York,New York,New York
EXP2,EXP2-W,participant_60,5.33,3.33,4.67,26.66,62.5,10,57.14285714,2,4,3.8,25,Female,3,6,5,5,3,3,4,5,5,4,1,3,1,2,4,3,4,5,3,4,4,5,4,3,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,Chicago,New York,Chicago,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,New York,Chicago,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,New York,Chicago,New York,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,New York,New York,New York,San Francisco,Chicago,Chicago,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,San Francisco,Chicago,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York
EXP2,EXP2-W,participant_61,6,5.67,5.33,3.33,61.53846154,50,80.95238095,2.666666667,3.8,4.2,23,Male,3,6,7,5,6,6,5,5,6,5,2,3,2,3,5,5,4,4,3,4,3,4,4,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,New York,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_62,6.67,7,7,13.33,60,44.44444444,76.19047619,1,5,5,21,Male,2,6,7,7,7,7,7,7,7,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,San Francisco,New York,Chicago,New York,New York,Chicago,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,New York,Chicago,Chicago,San Francisco,Chicago,New York,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,New York,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,New York,Chicago,New York,New York,Chicago,Chicago,New York,Chicago,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,San Francisco,Chicago,Chicago,Chicago,San Francisco,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,Chicago,Chicago,San Francisco,New York,New York,New York,New York
EXP2,EXP2-W,participant_63,5.67,5,6,6.67,54.54545455,33.33333333,80.95238095,3.333333333,4,3.8,36,Male,3,6,6,5,5,5,5,6,6,6,2,4,3,3,4,3,4,4,4,4,3,4,4,5,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,New York,Chicago,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,Chicago,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York
EXP2,EXP2-W,participant_64,5.33,5.33,5.67,13.33,53.33333333,25,71.42857143,2.333333333,3.8,3,40,Male,2,5,5,6,5,5,6,6,5,6,1,3,2,2,3,4,2,3,3,4,4,4,3,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,New York,New York,Chicago,New York,New York,Chicago,New York,New York,New York,San Francisco,San Francisco,New York,San Francisco,Chicago,Chicago,San Francisco,San Francisco,Chicago,San Francisco,San Francisco,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,New York,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,San Francisco,Chicago,San Francisco,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_65,5.67,5.67,5.33,10,53.33333333,37.5,76.19047619,3.333333333,4.6,3.8,42,Male,2,6,6,5,6,6,5,5,5,6,1,4,3,3,4,4,3,4,4,5,5,5,4,4,San Francisco,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,New York,New York,Chicago,New York,San Francisco,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,Chicago,New York,New York,Chicago,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,New York,San Francisco,San Francisco,New York,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,San Francisco,Chicago,Chicago,San Francisco,New York,New York,New York,New York,New York,San Francisco,San Francisco,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,San Francisco,Chicago,San Francisco,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_66,4.67,5,5,16.67,52.63157895,30,66.66666667,1.666666667,3.6,3.2,33,Female,3,4,5,5,5,5,5,5,5,5,2,2,1,2,4,4,3,3,2,4,4,4,3,3,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,Chicago,New York,Chicago,New York,San Francisco,San Francisco,New York,San Francisco,Chicago,Chicago,San Francisco,San Francisco,Chicago,San Francisco,San Francisco,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,Chicago,Chicago,New York,New York,Chicago,New York,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,Chicago,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York
EXP2,EXP2-W,participant_67,5,4.33,5.33,13.34,50,16.66666667,80.95238095,2.333333333,4.8,3.6,37,Male,3,4,5,6,4,4,5,5,6,5,3,3,2,2,4,4,3,3,4,5,5,5,5,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_68,5,4,5,6.67,50,33.33333333,80.95238095,2,3.8,3.4,43,Female,3,5,5,5,4,4,4,5,5,5,3,2,2,2,3,3,3,4,4,4,4,4,4,3,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,New York,New York,Chicago,New York,Chicago,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_69,5,5,4.33,10,50,37.5,76.19047619,2.333333333,4,3,28,Male,2,5,5,5,5,5,5,5,4,4,2,2,3,2,4,3,2,3,3,4,4,4,4,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,New York,New York,Chicago,New York,New York,Chicago,New York,New York,New York,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,Chicago,New York,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,New York,New York,New York,New York,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_70,4.67,5,5,6.67,46.15384615,33.33333333,80.95238095,3.333333333,3.8,3.2,40,Male,3,5,4,5,5,5,5,5,5,5,2,5,3,2,4,3,3,3,3,5,4,4,3,3,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,San Francisco,San Francisco,New York,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,Chicago,New York,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,New York,Chicago,New York,San Francisco,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,San Francisco,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York
EXP2,EXP2-W,participant_71,5,5,5,6.67,43.75,42.85714286,80.95238095,1.666666667,4,3.4,40,Female,2,5,5,5,5,5,5,5,5,5,2,3,1,1,4,3,3,3,4,4,4,4,4,4,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,Chicago,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,Chicago,New York,Chicago,Chicago,San Francisco,San Francisco,Chicago,San Francisco,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,Chicago,San Francisco,San Francisco,Chicago,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,San Francisco,New York,Chicago,New York,New York,Chicago,Chicago,New York,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,Chicago,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,Chicago,New York,New York,New York
EXP2,EXP2-W,participant_72,5.33,5.67,5,16.67,42.85714286,16.66666667,76.19047619,1.333333333,3.6,4.2,49,Male,3,5,5,6,5,6,6,5,5,5,2,2,1,1,5,4,4,4,4,4,4,4,3,3,New York,New York,New York,New York,San Francisco,New York,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,Chicago,San Francisco,San Francisco,Chicago,San Francisco,New York,Chicago,New York,New York,Chicago,New York,New York,New York,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,San Francisco,Chicago,San Francisco,San Francisco,New York,New York,Chicago,New York,New York,San Francisco,San Francisco,New York,Chicago,New York,New York,New York,New York,San Francisco,Chicago,New York,San Francisco,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,New York,Chicago,New York,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,New York,San Francisco,San Francisco,San Francisco,Chicago,Chicago,Chicago,Chicago,New York,New York,New York,New York,Chicago,Chicago,Chicago,Chicago,New York,Chicago,New York,New York,San Francisco,San Francisco,San Francisco,San Francisco,New York,New York,New York,New York,Chicago,San Francisco,Chicago,Chicago,New York,Chicago,Chicago,Chicago,San Francisco,New York,New York,New York
